country,category,indicator,response,category_id,indicator_id
Mali,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Mali,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Mali,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,5,4,9
Mali,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Mali,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Mali,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,IDSR 3rd Edition,5,12
Mali,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,No,5,13
Mali,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,3,5,14
Mali,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,Yes,5,15
Mali,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Mali,Virological surveillance,Average number of virological samples processed per week (2024),26,6,32
Mali,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Mali,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Mali,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Mali,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
Mali,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Mali,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Mali,Virological surveillance,RT-PCR,No,6,24
Mali,Virological surveillance,Virus Isolation capacity,No,6,25
Mali,Virological surveillance,Antiviral susceptibility testing capability,Yes,6,65
Mali,Virological surveillance,Sequencing capacity,N/A,6,66
Mali,Virological surveillance,Does the country forward samples to a WHO CC?,Yes,6,28
Mali,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Mali,Data reporting & use,Does the country report to the FluID?,No,8,31
Mali,Data reporting & use,Reporting consistency (2023-2024),1,8,61
Mali,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Mali,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Mali,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Mali,Data reporting & use,What year was it performed?,N/A,8,37
Mali,Data reporting & use,What was the estimated burden?,N/A,8,38
Mali,Data reporting & use,Was it published? If yes provide link,N/A,8,39
Mali,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Mali,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No,9,41
Mali,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Mali,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Mali,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Mali,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,No,10,45
Mali,Pandemic preparedness and response,Year plan Last updated,N/A,10,46
Mali,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Mali,Pandemic preparedness and response,Influenza specific,No response,10,48
Mali,Pandemic preparedness and response,COVID-19 specific,Yes,10,49
Mali,Pandemic preparedness and response,All Hazards,No response,10,50
Mali,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Mali,Pandemic preparedness and response,Year simulation conducted,No,10,52
Mali,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Mali,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Mali,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Mali,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Mali,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Mali,Zoonotic Influenza surveillance,"If yes, when",N/A,12,58
Mali,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
Mauritania,Population and Economy,Population,5022441,1,1
Mauritania,Population and Economy,Total Health Expenditure,4.12,1,2
Mauritania,Population and Economy,Life expectancy,65,1,3
Mauritania,Mortality per 100 000 population,All cause/all ages,941.1,2,4
Mauritania,Mortality per 1000 live births,All cause/under 5 years,39.2,3,5
Mauritania,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Mauritania,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,IDSR 3rd Edition,4,7
Mauritania,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Mauritania,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,3,4,9
Mauritania,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Yes,5,10
Mauritania,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Mauritania,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
Mauritania,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
Mauritania,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,3,5,14
Mauritania,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,No response,5,15
Mauritania,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Mauritania,Virological surveillance,Average number of virological samples processed per week (2024),3,6,32
Mauritania,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Mauritania,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Mauritania,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Mauritania,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),Yes,6,21
Mauritania,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Mauritania,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Mauritania,Virological surveillance,RT-PCR,Yes,6,24
Mauritania,Virological surveillance,Virus Isolation capacity,No,6,25
Mauritania,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Mauritania,Virological surveillance,Sequencing capacity,No,6,66
Mauritania,Virological surveillance,Does the country forward samples to a WHO CC?,Yes,6,28
Mauritania,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Mauritania,Data reporting & use,Does the country report to the FluID?,No,8,31
Mauritania,Data reporting & use,Reporting consistency (2023-2024),0.46,8,61
Mauritania,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Mauritania,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Mauritania,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Mauritania,Data reporting & use,What year was it performed?,N/A,8,37
Mauritania,Data reporting & use,Was it published? If yes provide link,N/A,8,39
Mauritania,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Mauritania,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No,9,41
Mauritania,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Mauritania,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Mauritania,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Mauritania,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,No,10,45
Mauritania,Pandemic preparedness and response,Year plan Last updated,N/A,10,46
Mauritania,Pandemic preparedness and response,Influenza specific,Yes 2019,10,48
Mauritania,Pandemic preparedness and response,COVID-19 specific,Yes 2020,10,49
Mauritania,Pandemic preparedness and response,All Hazards,No,10,50
Mauritania,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Mauritania,Pandemic preparedness and response,Year simulation conducted,No,10,52
Mauritania,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Mauritania,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Mauritania,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Mauritania,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Mauritania,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Mauritania,Zoonotic Influenza surveillance,"If yes, when",2018,12,58
Mauritania,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
Mauritius,Population and Economy,Population,1261041,1,1
Mauritius,Population and Economy,Total Health Expenditure,6.39,1,2
Mauritius,Population and Economy,Life expectancy,74,1,3
Mauritius,Mortality per 100 000 population,All cause/all ages,713.4,2,4
Mauritius,Mortality per 1000 live births,All cause/under 5 years,15,3,5
Mauritius,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Mauritius,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
Mauritius,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Mauritius,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,5,4,9
Mauritius,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Mauritius,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Mauritius,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
Mauritius,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
Mauritius,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,5,5,14
