"country","category","indicator","response"
"Mauritania","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"Mauritania","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","No response"
"Mauritania","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","3"
"Mauritania","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Mauritania","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
"Mauritania","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Yes"
"Mauritania","Virological surveillance","Antiviral susceptibility testing capability","No"
"Mauritania","Virological surveillance","Average number of virological samples processed per week (2024)","3"
"Mauritania","Virological surveillance","Does the country forward samples to a WHO CC?","Yes"
"Mauritania","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Mauritania","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"Mauritania","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Mauritania","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Mauritania","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Mauritania","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Mauritania","Virological surveillance","RT-PCR","Yes"
"Mauritania","Virological surveillance","Sequencing capacity","No"
"Mauritania","Virological surveillance","Type of virological surveillance","Sentinel"
"Mauritania","Virological surveillance","Virus Isolation capacity","No"
"Mauritania","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"Mauritania","Data reporting & use","Does the country report to the FluID?","No"
"Mauritania","Data reporting & use","Does the country report to the FluNet?","Yes"
"Mauritania","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Mauritania","Data reporting & use","Has the country performed a burden of disease analysis?","No"
"Mauritania","Data reporting & use","Reporting consistency (2023-2024)","0.46"
"Mauritania","Data reporting & use","Was it published? If yes provide link","N/A"
"Mauritania","Data reporting & use","What year was it performed?","N/A"
"Mauritania","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Mauritania","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Mauritania","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No"
"Mauritania","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Mauritania","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Mauritania","Pandemic preparedness and response","All Hazardzs","No"
"Mauritania","Pandemic preparedness and response","COVID-19 specific","Yes 2020"
"Mauritania","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Mauritania","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","No"
"Mauritania","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Mauritania","Pandemic preparedness and response","Influenza specific","Yes 2019"
"Mauritania","Pandemic preparedness and response","Year plan Last updated","N/A"
"Mauritania","Pandemic preparedness and response","Year simulation conducted","No"
"Mauritania","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","Yes"
"Mauritania","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","Yes"
"Mauritania","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Mauritania","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","Yes"
"Mauritania","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","No"
"Mauritania","Zoonotic Influenza surveillance","If yes, when","2018"
"Mauritius","Population and Economy","Life expectancy","74"
"Mauritius","Population and Economy","Population","1261041"
"Mauritius","Population and Economy","Total Health Expenditure","6.39"
"Mauritius","Mortality per 100 000 population","All cause/all ages","713.4"
"Mauritius","Mortality per 1000 live births","All cause/under 5 years","15"
"Mauritius","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Mauritius","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","5"
"Mauritius","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","WHO 2014"
"Mauritius","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Mauritius","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"Mauritius","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"Mauritius","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","5"
"Mauritius","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Mauritius","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
"Mauritius","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Mauritius","Virological surveillance","Antiviral susceptibility testing capability","No"
"Mauritius","Virological surveillance","Average number of virological samples processed per week (2024)","75"
"Mauritius","Virological surveillance","Does the country forward samples to a WHO CC?","Yes"
"Mauritius","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Mauritius","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"Mauritius","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Mauritius","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Mauritius","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Mauritius","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","Yes"
"Mauritius","Virological surveillance","RT-PCR","Yes"
"Mauritius","Virological surveillance","Sequencing capacity","Yes"
"Mauritius","Virological surveillance","Type of virological surveillance","Sentinel"
"Mauritius","Virological surveillance","Virus Isolation capacity","Yes"
"Mauritius","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"Mauritius","Data reporting & use","Does the country report to the FluID?","No"
"Mauritius","Data reporting & use","Does the country report to the FluNet?","Yes"
"Mauritius","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Mauritius","Data reporting & use","Has the country performed a burden of disease analysis?","In progress"
"Mauritius","Data reporting & use","Reporting consistency (2023-2024)","1"
"Mauritius","Data reporting & use","Was it published? If yes provide link","No"
"Mauritius","Data reporting & use","What was the estimated burden?","No"
"Mauritius","Data reporting & use","What year was it performed?","No"
"Mauritius","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","Yes"
"Mauritius","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","Yes"
"Mauritius","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","Yes 2011"
"Mauritius","Vaccination","What are the recommended risk groups for influenza vaccine?","Health care workers,Chronic conditions,Older adults,Pregnant women,Children under 5 years"
"Mauritius","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","Southern Hemisphere"
"Mauritius","Pandemic preparedness and response","All Hazardzs","No response"
"Mauritius","Pandemic preparedness and response","COVID-19 specific","Yes 2021"
"Mauritius","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","Yes"
"Mauritius","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
